Interpolation Weights at RHO-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000761  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3883    3884   18.50000   18.83333   19.50000    47    3967   46.50000   47.16667   47.50000
0000762  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3883    3884   18.50000   19.16667   19.50000    47    3967   46.50000   47.16667   47.50000
0000763  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3884    3885   19.50000   19.50000   20.50000    47    3968   46.50000   47.16667   47.50000
0000764  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3884    3885   19.50000   19.83333   20.50000    47    3968   46.50000   47.16667   47.50000
0000765  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    3924    3925   59.50000   60.16667   60.50000    47    4008   46.50000   47.16667   47.50000
0000766  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    3925    3926   60.50000   60.50000   61.50000    47    4009   46.50000   47.16667   47.50000
0000767  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    3925    3926   60.50000   60.83333   61.50000    47    4009   46.50000   47.16667   47.50000
0000768  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3967    3968   18.50000   18.83333   19.50000    48    4051   47.50000   47.50000   48.50000
0000769  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3967    3968   18.50000   19.16667   19.50000    48    4051   47.50000   47.50000   48.50000
0000770  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3968    3969   19.50000   19.50000   20.50000    48    4052   47.50000   47.50000   48.50000
0000771  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3968    3969   19.50000   19.83333   20.50000    48    4052   47.50000   47.50000   48.50000
0000772  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4008    4009   59.50000   60.16667   60.50000    48    4092   47.50000   47.50000   48.50000
0000773  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    4009    4010   60.50000   60.50000   61.50000    48    4093   47.50000   47.50000   48.50000
0000774  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    4009    4010   60.50000   60.83333   61.50000    48    4093   47.50000   47.50000   48.50000
0000775  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3967    3968   18.50000   18.83333   19.50000    48    4051   47.50000   47.83333   48.50000
0000776  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3967    3968   18.50000   19.16667   19.50000    48    4051   47.50000   47.83333   48.50000
0000777  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3968    3969   19.50000   19.50000   20.50000    48    4052   47.50000   47.83333   48.50000
0000778  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3968    3969   19.50000   19.83333   20.50000    48    4052   47.50000   47.83333   48.50000
0000779  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    4008    4009   59.50000   60.16667   60.50000    48    4092   47.50000   47.83333   48.50000
0000780  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    4009    4010   60.50000   60.50000   61.50000    48    4093   47.50000   47.83333   48.50000
0000781  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    4009    4010   60.50000   60.83333   61.50000    48    4093   47.50000   47.83333   48.50000
0000782  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3967    3968   18.50000   18.83333   19.50000    48    4051   47.50000   48.16667   48.50000
0000783  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    3967    3968   18.50000   19.16667   19.50000    48    4051   47.50000   48.16667   48.50000
0000784  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3968    3969   19.50000   19.50000   20.50000    48    4052   47.50000   48.16667   48.50000
0000785  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    3968    3969   19.50000   19.83333   20.50000    48    4052   47.50000   48.16667   48.50000
0000786  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    4008    4009   59.50000   60.16667   60.50000    48    4092   47.50000   48.16667   48.50000
0000787  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    4009    4010   60.50000   60.50000   61.50000    48    4093   47.50000   48.16667   48.50000
0000788  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    4009    4010   60.50000   60.83333   61.50000    48    4093   47.50000   48.16667   48.50000
0000789  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4051    4052   18.50000   18.83333   19.50000    49    4135   48.50000   48.50000   49.50000
0000790  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4051    4052   18.50000   19.16667   19.50000    49    4135   48.50000   48.50000   49.50000
0000791  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4052    4053   19.50000   19.50000   20.50000    49    4136   48.50000   48.50000   49.50000
0000792  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4052    4053   19.50000   19.83333   20.50000    49    4136   48.50000   48.50000   49.50000
0000793  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4092    4093   59.50000   60.16667   60.50000    49    4176   48.50000   48.50000   49.50000
0000794  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    4093    4094   60.50000   60.50000   61.50000    49    4177   48.50000   48.50000   49.50000
0000795  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    4093    4094   60.50000   60.83333   61.50000    49    4177   48.50000   48.50000   49.50000
0000796  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4051    4052   18.50000   18.83333   19.50000    49    4135   48.50000   48.83333   49.50000
0000797  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4051    4052   18.50000   19.16667   19.50000    49    4135   48.50000   48.83333   49.50000
0000798  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4052    4053   19.50000   19.50000   20.50000    49    4136   48.50000   48.83333   49.50000
0000799  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4052    4053   19.50000   19.83333   20.50000    49    4136   48.50000   48.83333   49.50000
0000800  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    4092    4093   59.50000   60.16667   60.50000    49    4176   48.50000   48.83333   49.50000
0000801  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    4093    4094   60.50000   60.50000   61.50000    49    4177   48.50000   48.83333   49.50000
0000802  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    4093    4094   60.50000   60.83333   61.50000    49    4177   48.50000   48.83333   49.50000
0000803  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4051    4052   18.50000   18.83333   19.50000    49    4135   48.50000   49.16667   49.50000
0000804  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4051    4052   18.50000   19.16667   19.50000    49    4135   48.50000   49.16667   49.50000
0000805  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4052    4053   19.50000   19.50000   20.50000    49    4136   48.50000   49.16667   49.50000
0000806  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4052    4053   19.50000   19.83333   20.50000    49    4136   48.50000   49.16667   49.50000
0000807  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    4092    4093   59.50000   60.16667   60.50000    49    4176   48.50000   49.16667   49.50000
0000808  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    4093    4094   60.50000   60.50000   61.50000    49    4177   48.50000   49.16667   49.50000
0000809  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    4093    4094   60.50000   60.83333   61.50000    49    4177   48.50000   49.16667   49.50000
0000810  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4135    4136   18.50000   18.83333   19.50000    50    4219   49.50000   49.50000   50.50000
0000811  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4135    4136   18.50000   19.16667   19.50000    50    4219   49.50000   49.50000   50.50000
0000812  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4136    4137   19.50000   19.50000   20.50000    50    4220   49.50000   49.50000   50.50000
0000813  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4136    4137   19.50000   19.83333   20.50000    50    4220   49.50000   49.50000   50.50000
0000814  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4176    4177   59.50000   60.16667   60.50000    50    4260   49.50000   49.50000   50.50000
0000815  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    4177    4178   60.50000   60.50000   61.50000    50    4261   49.50000   49.50000   50.50000
0000816  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    4177    4178   60.50000   60.83333   61.50000    50    4261   49.50000   49.50000   50.50000
0000817  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4135    4136   18.50000   18.83333   19.50000    50    4219   49.50000   49.83333   50.50000
0000818  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4135    4136   18.50000   19.16667   19.50000    50    4219   49.50000   49.83333   50.50000
0000819  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4136    4137   19.50000   19.50000   20.50000    50    4220   49.50000   49.83333   50.50000
0000820  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4136    4137   19.50000   19.83333   20.50000    50    4220   49.50000   49.83333   50.50000
0000821  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    4176    4177   59.50000   60.16667   60.50000    50    4260   49.50000   49.83333   50.50000
0000822  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    4177    4178   60.50000   60.50000   61.50000    50    4261   49.50000   49.83333   50.50000
0000823  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    4177    4178   60.50000   60.83333   61.50000    50    4261   49.50000   49.83333   50.50000
0000824  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4135    4136   18.50000   18.83333   19.50000    50    4219   49.50000   50.16667   50.50000
0000825  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4135    4136   18.50000   19.16667   19.50000    50    4219   49.50000   50.16667   50.50000
0000826  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4136    4137   19.50000   19.50000   20.50000    50    4220   49.50000   50.16667   50.50000
0000827  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4136    4137   19.50000   19.83333   20.50000    50    4220   49.50000   50.16667   50.50000
0000828  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    4176    4177   59.50000   60.16667   60.50000    50    4260   49.50000   50.16667   50.50000
0000829  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    4177    4178   60.50000   60.50000   61.50000    50    4261   49.50000   50.16667   50.50000
0000830  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    4177    4178   60.50000   60.83333   61.50000    50    4261   49.50000   50.16667   50.50000
0000831  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4219    4220   18.50000   18.83333   19.50000    51    4303   50.50000   50.50000   51.50000
0000832  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4219    4220   18.50000   19.16667   19.50000    51    4303   50.50000   50.50000   51.50000
0000833  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4220    4221   19.50000   19.50000   20.50000    51    4304   50.50000   50.50000   51.50000
0000834  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4220    4221   19.50000   19.83333   20.50000    51    4304   50.50000   50.50000   51.50000
0000835  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4260    4261   59.50000   60.16667   60.50000    51    4344   50.50000   50.50000   51.50000
0000836  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    4261    4262   60.50000   60.50000   61.50000    51    4345   50.50000   50.50000   51.50000
0000837  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    4261    4262   60.50000   60.83333   61.50000    51    4345   50.50000   50.50000   51.50000
0000838  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4219    4220   18.50000   18.83333   19.50000    51    4303   50.50000   50.83333   51.50000
0000839  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4219    4220   18.50000   19.16667   19.50000    51    4303   50.50000   50.83333   51.50000
0000840  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4220    4221   19.50000   19.50000   20.50000    51    4304   50.50000   50.83333   51.50000
0000841  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4220    4221   19.50000   19.83333   20.50000    51    4304   50.50000   50.83333   51.50000
0000842  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    4260    4261   59.50000   60.16667   60.50000    51    4344   50.50000   50.83333   51.50000
0000843  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    4261    4262   60.50000   60.50000   61.50000    51    4345   50.50000   50.83333   51.50000
0000844  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    4261    4262   60.50000   60.83333   61.50000    51    4345   50.50000   50.83333   51.50000
0000845  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4219    4220   18.50000   18.83333   19.50000    51    4303   50.50000   51.16667   51.50000
0000846  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4219    4220   18.50000   19.16667   19.50000    51    4303   50.50000   51.16667   51.50000
0000847  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4220    4221   19.50000   19.50000   20.50000    51    4304   50.50000   51.16667   51.50000
0000848  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4220    4221   19.50000   19.83333   20.50000    51    4304   50.50000   51.16667   51.50000
0000849  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    4260    4261   59.50000   60.16667   60.50000    51    4344   50.50000   51.16667   51.50000
0000850  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    4261    4262   60.50000   60.50000   61.50000    51    4345   50.50000   51.16667   51.50000
0000851  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    4261    4262   60.50000   60.83333   61.50000    51    4345   50.50000   51.16667   51.50000
0000852  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4303    4304   18.50000   18.83333   19.50000    52    4387   51.50000   51.50000   52.50000
0000853  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4303    4304   18.50000   19.16667   19.50000    52    4387   51.50000   51.50000   52.50000
0000854  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4304    4305   19.50000   19.50000   20.50000    52    4388   51.50000   51.50000   52.50000
0000855  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4304    4305   19.50000   19.83333   20.50000    52    4388   51.50000   51.50000   52.50000
0000856  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4344    4345   59.50000   60.16667   60.50000    52    4428   51.50000   51.50000   52.50000
0000857  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    4345    4346   60.50000   60.50000   61.50000    52    4429   51.50000   51.50000   52.50000
0000858  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    4345    4346   60.50000   60.83333   61.50000    52    4429   51.50000   51.50000   52.50000
0000859  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4303    4304   18.50000   18.83333   19.50000    52    4387   51.50000   51.83333   52.50000
0000860  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4303    4304   18.50000   19.16667   19.50000    52    4387   51.50000   51.83333   52.50000
0000861  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4304    4305   19.50000   19.50000   20.50000    52    4388   51.50000   51.83333   52.50000
0000862  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4304    4305   19.50000   19.83333   20.50000    52    4388   51.50000   51.83333   52.50000
0000863  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    4344    4345   59.50000   60.16667   60.50000    52    4428   51.50000   51.83333   52.50000
0000864  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    4345    4346   60.50000   60.50000   61.50000    52    4429   51.50000   51.83333   52.50000
0000865  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    4345    4346   60.50000   60.83333   61.50000    52    4429   51.50000   51.83333   52.50000
0000866  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4303    4304   18.50000   18.83333   19.50000    52    4387   51.50000   52.16667   52.50000
0000867  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4303    4304   18.50000   19.16667   19.50000    52    4387   51.50000   52.16667   52.50000
0000868  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4304    4305   19.50000   19.50000   20.50000    52    4388   51.50000   52.16667   52.50000
0000869  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4304    4305   19.50000   19.83333   20.50000    52    4388   51.50000   52.16667   52.50000
0000870  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    4344    4345   59.50000   60.16667   60.50000    52    4428   51.50000   52.16667   52.50000
0000871  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    4345    4346   60.50000   60.50000   61.50000    52    4429   51.50000   52.16667   52.50000
0000872  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    4345    4346   60.50000   60.83333   61.50000    52    4429   51.50000   52.16667   52.50000
0000873  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4387    4388   18.50000   18.83333   19.50000    53    4471   52.50000   52.50000   53.50000
0000874  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4387    4388   18.50000   19.16667   19.50000    53    4471   52.50000   52.50000   53.50000
0000875  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4388    4389   19.50000   19.50000   20.50000    53    4472   52.50000   52.50000   53.50000
0000876  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4388    4389   19.50000   19.83333   20.50000    53    4472   52.50000   52.50000   53.50000
0000877  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4428    4429   59.50000   60.16667   60.50000    53    4512   52.50000   52.50000   53.50000
0000878  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    4429    4430   60.50000   60.50000   61.50000    53    4513   52.50000   52.50000   53.50000
0000879  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    4429    4430   60.50000   60.83333   61.50000    53    4513   52.50000   52.50000   53.50000
0000880  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4387    4388   18.50000   18.83333   19.50000    53    4471   52.50000   52.83333   53.50000
0000881  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4387    4388   18.50000   19.16667   19.50000    53    4471   52.50000   52.83333   53.50000
0000882  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4388    4389   19.50000   19.50000   20.50000    53    4472   52.50000   52.83333   53.50000
0000883  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4388    4389   19.50000   19.83333   20.50000    53    4472   52.50000   52.83333   53.50000
0000884  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    4428    4429   59.50000   60.16667   60.50000    53    4512   52.50000   52.83333   53.50000
0000885  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    4429    4430   60.50000   60.50000   61.50000    53    4513   52.50000   52.83333   53.50000
0000886  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    4429    4430   60.50000   60.83333   61.50000    53    4513   52.50000   52.83333   53.50000
0000887  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4387    4388   18.50000   18.83333   19.50000    53    4471   52.50000   53.16667   53.50000
0000888  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4387    4388   18.50000   19.16667   19.50000    53    4471   52.50000   53.16667   53.50000
0000889  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4388    4389   19.50000   19.50000   20.50000    53    4472   52.50000   53.16667   53.50000
0000890  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4388    4389   19.50000   19.83333   20.50000    53    4472   52.50000   53.16667   53.50000
0000891  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    4428    4429   59.50000   60.16667   60.50000    53    4512   52.50000   53.16667   53.50000
0000892  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    4429    4430   60.50000   60.50000   61.50000    53    4513   52.50000   53.16667   53.50000
0000893  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    4429    4430   60.50000   60.83333   61.50000    53    4513   52.50000   53.16667   53.50000
0000894  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4471    4472   18.50000   18.83333   19.50000    54    4555   53.50000   53.50000   54.50000
0000895  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4471    4472   18.50000   19.16667   19.50000    54    4555   53.50000   53.50000   54.50000
0000896  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4472    4473   19.50000   19.50000   20.50000    54    4556   53.50000   53.50000   54.50000
0000897  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4472    4473   19.50000   19.83333   20.50000    54    4556   53.50000   53.50000   54.50000
0000898  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4512    4513   59.50000   60.16667   60.50000    54    4596   53.50000   53.50000   54.50000
0000899  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    4513    4514   60.50000   60.50000   61.50000    54    4597   53.50000   53.50000   54.50000
0000900  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    4513    4514   60.50000   60.83333   61.50000    54    4597   53.50000   53.50000   54.50000
0000901  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4471    4472   18.50000   18.83333   19.50000    54    4555   53.50000   53.83333   54.50000
0000902  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4471    4472   18.50000   19.16667   19.50000    54    4555   53.50000   53.83333   54.50000
0000903  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4472    4473   19.50000   19.50000   20.50000    54    4556   53.50000   53.83333   54.50000
0000904  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4472    4473   19.50000   19.83333   20.50000    54    4556   53.50000   53.83333   54.50000
0000905  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    4512    4513   59.50000   60.16667   60.50000    54    4596   53.50000   53.83333   54.50000
0000906  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    4513    4514   60.50000   60.50000   61.50000    54    4597   53.50000   53.83333   54.50000
0000907  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    4513    4514   60.50000   60.83333   61.50000    54    4597   53.50000   53.83333   54.50000
0000908  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4471    4472   18.50000   18.83333   19.50000    54    4555   53.50000   54.16667   54.50000
0000909  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4471    4472   18.50000   19.16667   19.50000    54    4555   53.50000   54.16667   54.50000
0000910  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4472    4473   19.50000   19.50000   20.50000    54    4556   53.50000   54.16667   54.50000
0000911  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4472    4473   19.50000   19.83333   20.50000    54    4556   53.50000   54.16667   54.50000
0000912  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    4512    4513   59.50000   60.16667   60.50000    54    4596   53.50000   54.16667   54.50000
0000913  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    4513    4514   60.50000   60.50000   61.50000    54    4597   53.50000   54.16667   54.50000
0000914  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    4513    4514   60.50000   60.83333   61.50000    54    4597   53.50000   54.16667   54.50000
0000915  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4555    4556   18.50000   18.83333   19.50000    55    4639   54.50000   54.50000   55.50000
0000916  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    19    4555    4556   18.50000   19.16667   19.50000    55    4639   54.50000   54.50000   55.50000
0000917  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4556    4557   19.50000   19.50000   20.50000    55    4640   54.50000   54.50000   55.50000
0000918  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    20    4556    4557   19.50000   19.83333   20.50000    55    4640   54.50000   54.50000   55.50000
0000919  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    4596    4597   59.50000   60.16667   60.50000    55    4680   54.50000   54.50000   55.50000
